#key	synopsis
Castle of Illusion Starring Mickey Mouse (USA, Europe, Brazil) (En)	Sega's 8-bit systems received their own version of the Genesis' popular Disney platformer. Story and themes remain the same, but the game has unique levels and slightly different gameplay mechanics. To save his girlfriend Minnie from the evil witch Mizrabel, Mickey Mouse must venture into the Castle of Illusion. Crossing six levels (including a magical forest, a toy land and a candy world), he must collect the gems of the rainbow in order to confront and defeat the witch. Each level features unique obstacles, enemies and a final boss. The enemies can be defeated by jumping on top of them. An alternative way is to pick up objects lying around (like rocks in the forest or blue balls in the toy level) and throwing them at the enemies. Mickey's ability to pick up things and carry them around also leads to puzzle-oriented gameplay. By placing objects in the right spot and jumping off of them, he can get to areas otherwise out of reach. In some levels, he also has to collect keys to open doors. A unique type of object is the treasure chest - by jumping on top of one or throwing it, Mickey gets access to its contents, which might include extra lives, a health power-up or coins to collect for points.
Cava-Cava (Brazil) (Mega Drive 4)	You must collect all the money buried in your garden and catch the thieves using their traps! But beware of dangerous objects!
Champions of Europe (Europe, Brazil) (En)	Titled as the official Game of UEFA 1992 this Game is an arcade Top Down Soccer Game in which the Player competes against the best European Soccer Teams to become the European Champion. The Game includes 4 different Game Modes for example Goalkeeping, Penalty Practice or the UEFA Tournament Mode. You can choose between 34 different Teams to play with. Before beginning a Match you can select and change many Pre-Play Options in the Main Menu. Examples are the Wind Speed, Weather or the Time per half. There are 8 Referees available, each one with individual Behaviour. The Game is controlled with 2 Buttons and the 8 directional D-Pad.
Championship Hockey (Europe)	Championship Hockey is an Ice Hockey game where players can play International level matches between the 22 available nations in ether in one match or elimination playoffs. The game is played from a birds eye view from over the top one side of the hockey rink's goals with a camera that scrolls up and down the length of the hockey rink. The player can play 5, 10, or 20 minute periods (3 in each game, not done in real time). There is a total of 6 players on the ice for each team, five that the player can take control of plus the CPU controlled goaltender. When the player hasn't got the puck the player can cycle though the available players or make the selected player move faster. To challenge the opponent for the puck, all the player has to do is be near the player with the puck. When the player is in control of the puck the player has the option of shooting for a goal or passing to another player. If the player has the penalties option turned on, penalties like Cross Check (pushing an opponent into the wall), Hooking (holding a player back), Roughing (striking another player) result in a player been sent of for 2 game minutes. There are 3 game modes available been Regular Season, New Playoff, and Best Of 7. Regular season is one match between two countries of the player's choice. New Playoff is where 16 teams play in an elimination contest where the last team standing wins (4 games total). Best Of 7 is where 16 teams play and the first team to get 4 victories wins.
Cheese Cat-astrophe Starring Speedy Gonzales (Europe, Brazil) (En,Fr,De,Es)	Hola! Sylvester's alter-ego, Dr Cheesefinger, has captured Speedy's girlfriend Carmel and took the whole cheese supply with him. With the help of some other Looney Tunes characters, you can fight back through a large number of platform levels. Speedy can throw his hat or jump enemies to defeat them. To get an ally, you need to collect certain objects (e.g. carrots for Bugs Bunny) and in the meantime, you also have to free your captured friends. Ay, carumba!
Choplifter (USA, Europe, Brazil) (En)	Choplifter is a side-scrolling action/arcade game that puts you in command of an attack chopper. Your mission: Go behind enemy lines and rescue up to 16 hostages per level. Be careful, though, because tanks and enemy aircraft will try to stop you -- and they won't stop shooting while you are rescuing those hostages! Originally released for Apple II home computers, Choplifter was later ported to the arcades and a number of video game consoles. Many imitators and homages would follow.
Chuck Rock (Europe, Brazil) (En)	Chuck Rock is your typical average cave man. He likes to spend his Sunday afternoons watching football and drinking beer. Unfortunately, his peaceful existence is interrupted one day when his wife, Ophelia Rock, is kidnapped by the village wierdo, Gary Gritter. So, Chuck is rather upset about this whole situation and you have to help him make things right. The game is a side-scrolling platformer. Chuck fights of a variety of dinosaurs using his belly-buster attack and a jump kick. Occasionally he has to pick up and throw rocks to defeat enemies and allow him to jump to greater heights.
Chuck Rock II - Son of Chuck (Europe)	The story in this Chuck Rock game takes up a little while after the end of the first game. As you may remember, Chuck Rock had to rescue his girl, Ophelia from the bad dude Gary Gritter. Well, he was successful in his efforts, and now Chuck and Ophelia are married. Eventually, they have a son, named Junior. Chuck works in a factory, where he develops great skill at carving automobiles out of stone. A rival manufacturer becomes jealous of Chuck's abilities and kidnaps him. Now it is up to Junior to rescue his dad! The gameplay in this sequel is similar to the first game, but with some minor differences since you are playing as Junior, rather than Chuck. This is a side-scrolling platform game with occasional rock-moving puzzles thrown in. Unlike Chuck, Junior carries a club that gives his attacks further reach.
Cloud Master (USA, Europe, Brazil) (En)	Enter the wild, fun-filled world of Mike Chen. He's out to learn the secrets of the five lands so he can become a powerful wizard of the skies! Already he has tamed a cloud to carry him around. He has learned the art of the shooting Ki force from his fingertips! but standing against him are more wacky, zany creatures than you can shake your chopsticks at! Bird men. Flying cat heads. Pigs with guns. And flying bowls of soup! Sounds funny...but remember that each can zap you with a touch! You do have a couple of tricks up your sleeve. Collect power-up pots to fly faster and make your Ki force even more powerful! Defeat the mid-round bosses and you will earn the use of true magic...fireballs, guardian flames and bouncing bombs. Defeat the five world guardians and you'll become a Cloud Master! Fail, and you'll be locked in combat forever. Are you really going to let a flying dumpling get the best of you?
Columns (USA, Europe, Brazil) (En)	Columns is loosely derived from Tetris, as it involves arranging falling blocks in such a way as to clear them. However, in columns they are groups of 3 same-size but varying color blocks, which must be arranged into sequences of 3 or more, either horizontally, vertically or diagonally. Sequences of 4 or 5 count for double or triple points, and diagonal sequences score the most. The real trick is to set up 'combos' - where one line causes other blocks to drop so as to create other lines. As well as the normal game mode, there is also a 'flash' mode, in which the aim is simply to remove a particular block from the base of the pre-formed pile of bricks. The difficulty of this can be determined by increasing the number of complete rows which are already in place.
Comical Machine Gun Joe (Japan) (En)	This game was originally released only in Japan on Sega Card, though has appeared in several compilations since.
Cool Spot (Europe)	The game is a 1-player platformer in which the player controls Cool Spot, who can jump, and attack by firing soda bubbles, which could be shot in all directions and while jumping. Cool Spot could also cling to and climb various things by jumping up in front of them. In each level the player must rescue other cool spots, who look exactly alike, from cages at the end of that level, which is not necessarily the point at the far right of the level map. In order to do so, the player is required to collect a certain number of &quot;spots&quot; that would change (usually increase) as the game progressed. &quot;Spots&quot; were placed across the level in large quantities.
Cosmic Spacehead (Europe) (En,Fr,De,Es)	Linus had crash landed on a distant planet called Earth, and made his way back home again. Trouble is, no one believes his tale of the planet he discovered! Your job is to help Linus make his way back to planet Earth so he can take some pictures to convince his friends. Gameplay consists of two parts, an adventure and arcade action. In adventure mode you can explore lands, find objects, and talk to people. Sentences can be constructed by using the pointer to select actions or objects on the screen (This is similar to the interface LucasArts used in games such as Maniac Mansion.) To reach many new locations involves the action mode, where you will need to cross treacherous landscapes and evade dangerous creatures. This portion resembles a side scrolling platform game. Once you've cleared an action sequence, you will not need to do so again if you decide to revisit a location. Whenever you wish you can receive a password allowing you to continue the game later from the same point.
Creature Capture (Brazil) (Mega Drive 4)	Seven beings were created by terrorists, deadly weapons disguised as beautiful creatures. Help Agent Natcha capture all of them. To capture the dangerous beings, join the equals in groups of 3 or more, exchanging neighboring beings. At each stage a number of specific equal beings must be captured
Cyber Shinobi, The (Europe, Brazil) (En)	In the previous game, an evil army of villains, known simply as &quot;Zeed&quot; , but some of them escaped, however. Time has passed and it is the year 2XXX where atomic power plants in countries around the world are attacked, and plutonium, which was the equivalent of 100,000 megatons of explosive power, was stolen from these plants. The words &quot;Cyber Zeed&quot; was always written at the scene of the crime. Later, the world realized what Cyber Zeed had planned to do: use their nuclear capabilities to terrorize the world. Every nation sent their best forces to stop this threat, but all of them failed. Joe Musashi came forward to this great evil, and he is required to fight those who rose from the ashes and put an end to this threat. Cyber Shinobi is a one-player game that consists of six rounds. You need to fight ninjas that get in your way using your fists and legs. You can also defeat them using special attacks and ninjitsu. Power-ups can be collected along the way, which will give you more shots, ninjitsu, power, and life. A boss needs to be defeated at the end of the round.
Cyborg Hunter (USA, Europe, Brazil) (En)	It is the year 2242. You are Paladin, the galaxy's toughest bounty hunter. Cyborgs are about to take complete control of the universe under the direction of Vipron, their evil leader. You are sent to the cyborg fortress to get rid of all the chief cyborgs in each of the seven areas. The game screen is divided into three sections. This includes a first-person view of the map, in which you can see objects that are coming your way. There are two types of objects: red objects indicate the lower cyborgs, while white ones indicate the chief cyborgs. Next to it is a map of the area, your life and psycho power count. Below these is the action screen. In each of these seven areas, there are several floors which can be reached via the elevator. At the beginning of the game, your only weapons are your fists, but weapons can be collected throughout each area, which include psycho punch, ray gun, light gun, and bombs. Power-ups like extra life and psycho power can also be collected. If you use the psycho punch or psycho gun, your psycho power gets depleted, and when it is empty, you must stock up on some more. You can also get shields that will protect you from laser beams, and jet engines so that you can fly over hazards. In some areas, you defeat a boss which leaves an ID card, which you can use to access other areas of the fortress. Some chief cyborgs are easy to kill, while some are hard. You will just have to work out which weapon works best with them. The game ends when you lose all your life. You are not alone in this mission. You also have Adina, your contact back at headquarters. Follow her instructions carefully and you may survive. Cyborg Hunter is based on the Japanese-only Borgman.
Daffy Duck in Hollywood (Europe, Brazil) (En,Fr,De,Es,It)	Presenting the world famous Daffy Duck P.I. Armed with your lethal bubble gun, search the Hollywood film sets for Yosemite Sam's Golden Cartoon World Movie Awards and the despicable Mad Professor Duck Brain.
Danan - The Jungle Fighter (Europe, Brazil) (En)	Long ago, in the distant land of Moralos, in a time when vast jungles still covered the Earth, an evil presence emerged from its tomb beneath the ground. His name was Gilbas, and he was about to destroy the inhabitants of the land. Aganan, a great warrior, was summoned to save the troubled land and put an end to Gilbas by sealing him in the tome from where it came. Unfortunately, Gilba was successfully resurrected and another warrior, Danan, was called. His quest is to locate the three sacred objects that Aganan used to defeat Gilbas: &quot;The Orb of Light&quot;, &quot;The Amulet of Light&quot;, and &quot;The Knife of Light&quot;. There are about four rounds to complete, and has Danan going through exotic locations defeating enemies such as valkyries, ogres, bees, spiders, and several others. At the end of each round, you come face to face with a boss, which takes quite a number of hits to kill with your sword. Once they are defeated, they are likely to give you one of the objects that you need to defeat Gilbas. More to the story is then revealed. Assisting you with your journey are three animals: an eagle, a monkey, and some other animal that I am unfamiliar with. To get these animals to help you, however, you will need to collect three of their tokens that are found in yellow chests. These animals are quite useful in dangerous situations. The eagle, for example, can get a hold of you and fly you to safety if more than one type of enemy surrounds you. Anyway, you can get these animals to help you at any place, at any time, as long as you have three of its tokens. Yellow chests can also reveal extra strength, extra time, or extra health. The game ends when you run out of time, or when you lose your health, and there are no second chances, unless you manage to find some elixirs, which are rare.
Dead Angle (USA, Europe, Brazil) (En)	In this game you play the role of a man who's girlfriend has been kidnapped by a ruthless mafia boss and you need to find her quickly. The gameplay involves you having to shoot all the mafia henchmen before being able to fight the level boss. The game is view as a 1st person/3rd person hybrid where you are shooting in first person but you can see the outline of your character. To avoid getting shot you have to make sure you are not in front of an enemy as when you are your outline turns red and you are vulnerable. You can duck for cover but you automatically pop up after a few seconds so timing is everything. There is also a time limit for each level and more enemies to kill as the game progresses.
Deep Duck Trouble Starring Donald Duck (Europe, Brazil) (En)	Donald meets Hewey, Dewey and Louie, back from their latest adventure with Uncle Scrooge. But Uncle Scrooge has been cursed by a pendant he found while adventuring, and is now floating in the air like a balloon! He gives Donald his adventurer's diary and asks Donald to retrace his steps and return the pendant to its rightful place - this is the only thing that will return Scrooge to normal. Deep Duck Trouble is a platform game where you play as Donald Duck. You must make your way through four different areas of the island - the jungle, an inlet, a volcano, and a valley - and defeat bosses at the end of each area. Donald can defeat enemies by jumping on their heads. He can also defeat them by kicking bricks which will may then hit his enemies. Donald's trademark temper also comes into play: if he eats a chili pepper, he will become furious and plough through anything in his way, whether it be bricks or enemies!
Desert Speedtrap Starring Road Runner and Wile E. Coyote (Europe, Brazil) (En,Fr,De,Es,It)	This is a platform game starring Looney Tunes famous Road Runner(who you control) and nemesis Wile E. Coyote. Road Runner can jump, eat birdseed to replenish life and run, of course! Holding the D-pad down speeds him up. The clock is ticking and if you run out of time a try is lost, collecting stars adds time to the clock There are various items/powerups and bonus areas 3 difficulty settings, choice to play with or without music and/or sound effects and an option to play the game music while not in game
Desert Strike (Europe) (En,Fr,De,Es)	The first game in the Strike series. A year after the Gulf War, a self styled General named Kilbaba (Muababa in the GBA version) takes over an Arab Emirate and threatens to start WWIII against its enemy in the West, the U.S. The whole world holds their breath as the President chooses you to destroy Kilbaba and his terrorist army before he launches a nuclear attack on the world! You must fly an specially designed AH-64A Apache on a series of missions from rescuing MIAs, destroying power plants, to blowing apart SCUD missles! Take out his defenses while trying to find out Kilbaba's plans. Take on the Madman and forever rid this threat....in the desert!
Dick Tracy (USA, Europe, Brazil) (En)	This is one of the games based on the Dick Tracy movie. You are Dick Tracy, a police detective who enjoys a peaceful life with his wife. But his wife's father is murdered by a local gangster named Big Boy Caprice, and Dick Tracy is now out for revenge. The game doesn't follow the exact plot of the movie, but simply lets Dick Tracy fight his way through several levels until he faces his archenemy. This is a platform shooter/&quot;beat-'em-up&quot; game. Plenty of gunmen will attack our hero from all the sides. Dick can only move to the right or to the left. He can use his pistol gun to take out enemies who are in front or behind him. Since he can't approach enemies who attack from the depth of the screen, he can dispose of them using his machine gun. When the enemy is too close, Dick will punch him instead of shooting.
Dinobasher Starring Bignose the Caveman (Europe) (Proto)	Join Bignose in a zany, prehistoric race to catch his dinner! Club you way through hoards of dinosaurs across four huge islands, colleciting bones and rocks and trade with the natives. Fly between the islands using your club as helicopter rotors and become the first flying man! Great cartoon graphics, brilliant music and, most importantly, excellent fun! Unreleased although prototype is available.
Domino (Brazil) (Mega Drive 4)	Classic Dominoes gamennChoose difficulty and number of opponents Select the desired part, if the part clicks in more than one position choose one of them to leave in the tray.
Double Dragon (World)	Set in a post-apocalyptic New York, Double Dragon is the story of Billy and Jimmy Lee, twin brothers trained in the fighting style of Sou-Setsu-Ken. Together, they manage a small martial arts training school, teaching their students in self-defense. One day, Billy's girlfriend, Marian, is kidnapped off the street by the &quot;Black Warriors&quot;, a savage street gang led by a man named Willy. The Black Warriors demand the Lee brothers disclose their martial arts secrets in exchange for Marian's freedom. The Lee brothers set out on a rescue mission to crush the Black Warriors and save Marian. Using whatever techniques they have at their disposal, from the basic punches and kicks to the invulnerable elbow strike, as well any weapon that comes into their hands, the Lee brothers must pursue the gang through the city slum, industrial area and the forest before reaching their hideout to confront the big boss, Willy.
Double Hawk (Europe)	In the early 1990s, violence was spreading across the globe, and the disturbances centered exclusively around a group of international terrorists whose purpose is to terrorize and massacre the innocent. The United Nations ordered two seasoned veterans, John Jackson and Jack Thomas, to destroy the syndicate. Double Hawk has two settings: easy and difficult, and the gameplay is similar to Cabal, in which you have to kill a group of enemies before a meter runs out to proceed to the next level, and these enemies include soldiers, tanks, choppers, snorkelers, and more. Your journey will take you through jungles, wastelands, villages, seashore, and finally, to the mountain. During the way, you can get different power-ups that include bombs, machine guns, rapid fire, and more speed. There are five missions, consisting of four levels each, including a boss level.
Doze Trabalhos de Jongo, Os (Brazil) (Mega Drive 4)	Your goal is to help Jongo collect the lotus flowers in their sacred places, but beware, they can only be pushed, never pulled
Dr. Robotnik's Mean Bean Machine (Europe, Brazil) (En)	Okay, so this Dr. Robotnik guy, he decides to turn something else into robots. This time, it's the citizens of Beanville! It's up to you to save them from their doom. You drop pairs of beans into the dungeons, trying to create groups of four in matching colors. You must challenge Dr. Robotnik's robots to a battle and defeat them, and eventually face the Eggman himself.
Dragon - The Bruce Lee Story (Europe)	Based on the 1993 movie of the same name, Dragon: The Bruce Lee Story has Bruce Lee learn that he was born in America and he sets off to explore this new land. However it is a dangerous place and must fight to survive. Dragon: The Bruce Lee Story is a side-scrolling action game. Bruce Lee travels through various locations and engages enemies in martial arts. As Bruce Lee, the player can jump and attack. The direction button being pressed at the time of the attack determines whether Bruce will Punch, Roundhouse Kick or Low Kick. Power-ups are scattered throughout the levels and can be activated by attacking them. Bruce has a health meter at the top of the screen, when it is depleted he loses a life.
Dragon Crystal (Europe, Brazil) (En)	Dragon Crystal is a dungeon crawler with RPG elements, along the lines of classics such as Rogue or Nethack. Without relying on a story, the game throws you into a randomly generated world which you should explore carefully - and most importantly, where you must survive! The complex, maze-like levels reveal their structure only after you cover the corresponding map areas. Your goal in each level is to reach a teleporter which will take you to the next one. There are also a lot of random items scattered around - weapons, armor, money, and food. Money allows you to continue the game if you die, food prevents you from starving. The enemies are visible on screen, and you fight them in a fast-paced turn-based combat, moving around and pressing direction arrows to strike with the equipped weapon. You are always accompanied by an egg which will eventually grow up to be a dragon if you have leveled up enough.
Dynamite Duke (Europe, Brazil) (En)	Duke, armed with a machine gun and cybernetic arm, walks sideways through enemy bases, shooting snipers and engaging in hand-to-hand combat with bosses and the occasional knife-wielding soldier. An over-the-shoulder perspective is used throughout.
Dynamite Dux (Europe, Brazil) (En)	Side-scrolling beat 'em ups in which you must rescue a trapped female friend are nothing unusual. Being able to use direct-combat moves as well as collecting bonus weapons, and food for energy recharging, is pretty typical as well. Games of this type that were converted from the arcade to home computers are particularly commonplace - Renegade and the Double Dragon series are famous examples. Where this one stands out, however, is the setting of your character as a duck called Bin, and with motion having a clear waddling appearance. The enemies to fight are all from the animal kingdom, but somewhat warped - crocodiles with boxing moves and cows armed with rocket packs for example. Bin has six levels to clear before he can rescue Lucy from Archaca's clutches.
Dynamite Headdy (Brazil) (En)	Dynamite Headdy is a platformer... with a difference. You control a little character whose main attack comes from his disembodied head. Yes, years before Rayman appeared, we already had a hero who used detachable appendages to attack his enemies. Rather than the traditional power-ups, Dynamite Headdy enables you to swap your head for different kinds – such as heads that heal you or heads that stick on to walls. You use your head in order to climb up on platforms as well, as you can grab hold of things with it, and on certain stages of the Mega Drive/Genesis version it is used to turn the game into a side-scrolling shooter, as you gain a propeller, jet, or bird head. Basically, Dynamite Headdy is just a traditional platformer at heart.
E-SWAT (USA, Europe, Brazil) (En)	Crime is getting out of control in Liberty City, and to combat the problem, the LCPD establishes a new unit, called ESWAT (Enhanced Special Weapons and Tactics). Police officers who are promoted to this unit wear a cyber-suit that contains state-of-the-art military equipment including two Turbo-Booster Thrusters, extra ammunition, and increased protection. In order to become an ESWAT member, all a dedicated police officer has to do is arrest enough criminal masterminds to progress through the ranks, which include Captain, Assistant Chief, and Chief. ESWAT: Cyber Police is a horizontal-scrolling beat 'em up where you have to make your way from left to right and defeat a mastermind. There are 15 stages to complete, and have you patrolling through Liberty streets, car yards, stadiums, restaurants, the CBD, construction sites, and boat docks. While you're out on patrol, you can pick up ammunition, and the amount you get varies. For example, on some levels, ammo may be worth 10 bullets, while in others, you may get 60 bullets. Once you have obtained the cyber-suit, you wear it for the duration of the game.
Earthworm Jim (Brazil) (En)	A crow is chasing a worm named Jim while in outer space Psy-Crow is chasing a renegade ship. The ship's captain has stolen an ultra-high-tech-indestructible-super-space-cyber-suit and Queen Slug-for-a-Butt has ordered Psy-Crow to get it, since it can make her more beautiful than Princess-What's-Her-Name. Psy-Crow blasts the captain and the suit falls to Planet Earth. Back on earth Jim wonders if he is finally safe when an ultra-high-tech-indestructible-super-space-cyber-suit lands on him. Luckily Jim rests in the neck ring of the suit. Then the space particles begin interacting with Jim, causing a light-speed evolution. Jim soon realizes he is in control of the suit. Jim overhears the Queen's plans for the suit and decides to meet this Princess...
Ecco - The Tides of Time (Brazil)	The followup to Ecco the Dolphin, in which Ecco successfully destroyed the Vortex. Unfortunately, it turns out that the Vortex Queen followed it to the Earth and eventually destroyed the Asterite. All the world's oceans are threatened, and actually already doomed. In order to restore the Asterite and finally defeat the Vortex Queen, Ecco will have to confront once again the tides of time, which have split into two possible futures, the regular one and the dark one dominated by the Vortex Queen. Ecco: The Tides of Time features even better graphics than its predecessor, and introduces a new gameplay mode in which the camera follows the dolphin from behind instead of from the side.
Ecco the Dolphin (Europe, Brazil) (En)	Travel through time along with Ecco the dolphin, in the only game that could call itself a &quot;dolphin simulator&quot;. Indeed, you can do pretty much everything a typical dolphin does, including eating fish, surfacing in order to breathe, using your biological sonar and of course, jumping out of the water to amaze your friends. The storyline is actually deeper that one may think by looking at the box illustration. As Ecco, you are the only dolphin who managed to escape from a giant whirlpool which sucked down your entire pod. The five shining stars on your forehead show that you are the chosen one to save them. But that task will be not be an easy one, as you will have to travel through time and space with the Atlantean time machine, and meet the mystical Asterite in order to defeat the Vortex Queen.
Enduro Racer (USA, Europe, Brazil) (En)	In this game you play the role of an endurance bike racer. The gameplay involves you racing against the clock to get to the finish line and jumping over ramps. At the end of each race you get points for how many cars or bikes you have overtaken with which you can upgrade your bike. There are various different terrain for you to race on including desert beach and dirt tracks plus a number of things to slow you down or even knock you off of your bike all together. The main idea is to find the best route through each level to shave off valuable seconds in order to over take more cars and bikes. The Japanese version of the game has more Tracks than the European and US versions have. Among them is a snow track which is one of the hardest tracks in the game, because there is a lot of stones on the thin road.
Excellent Dizzy Collection, The (Europe) (En,Fr,De,Es,It) (Proto)	Three complete games starring game superstar Dizzy! Enjoy the thrill of an arcade action game, a puzzle game and a complete adventure game all in one pack! 1. Dizzy the Adventurer - Adventure Game Here's Dizzy - in an amazing magical quest packed with action, mystery, surprises and lots of new interesting characters. Escape from an underground cave and wake Daisy from the endless sleep caused by pricking her finger on a cursed spinning wheel! The spell can only be broken by a kiss from a Prince! A great sense of humour and brilliant fun! A superbly crafted cartoon adventure set in a magical kingdom! Brilliant graphics, music and a magical quality that will enchant players. &quot;A magical quest to wake Daisy from her endless sleep&quot; 2. Panic Dizzy - Puzzle Game It's puzzling, challenging and mega playable! Play any of the Yolfolk and challenge friends to a choice of 3 brilliant, original puzzle games. There's shape shifter, dizzy dice and picture puzzler to boggle your mind and blow your brain. Push and shoot the descending shapes in a race against time! Fantastic fun! &quot;Put your brain & reflexes in to top gear for 3 original puzzle games!&quot; 3. Go Dizzy Go! - Action Game It's Dizzy and Daisy to the rescue in this zany arcade challenge. Zaks' treacherous worlds are jam packed with all sorts of nasties. Power-Ups and Special secrets! Take up the challenge in single mode or two player mode. Classic maze style game with 5 worlds each containing 5 levels. Superb graphics, funky music and exciting gameplay! &quot;Dash around weird and wonderful worlds to free the yolkfolk!&quot;
F-16 Fighting Falcon (USA)	In this game, you are flying the F-16 Fighting Falcon, the most advanced jet fighter in the world. In this carefully crafted simulation, your mission is to take down all enemy jets and remain airborne as possible. You are equipped with your standard gun, plus some missiles that you can use to take them down. There are ten levels. The number of missiles you have vary between each level. Furthermore, each level is difficult than the last with more enemy jet fighters that you have to take down.
F1 (Europe, Brazil) (En)	F1 is an Official Formula One Racing Game. There are two modes of play available: &quot;Arcade&quot;, &quot;Grand Prix&quot;. In both of these modes you complete a certain number of laps (4, 8, or 12) and select which circuit that you want to race on. The circuits include San Marino, France, Britain, Germany, Italy, Portugal, Japan, and Australia. Some circuits are easy, while some are difficult. There are slight differences between the two modes. For instance, &quot;Arcade&quot; allows you to select the circuit in any order that you like, whereas &quot;Grand Prix&quot; only allows you to fine-tune your car before starting a race. You also need to race a circuit in the order that they appear on the circuit selection screen, but you can skip a track if you want. F1 is a 1-2 player game, meaning that if you have another player handy, you can compete against each other.
Fabrica de Chocolate (Brazil) (Mega Drive 4)	You are a visitor to this crazy factory and must eat all the chocolates to win the game,nnBut be careful! Some chocolates are spoiled.
Fantastic Dizzy (Europe) (En,Fr,De,Es,It)	The evil wizard Zaks has cast a spell on the peaceful Yolkfolk, and while many fell under his spell, others have other problems to deal with, including Dizzy, who saw his girlfriend Daisy kidnapped and taken hostage by Zaks, and it's up to him to restore the Yolkfolk to normal and rescue Daisy from the top of the Cloud Castle's tower. The most technically-advanced of Dizzy's adventure games in many ways, it was the only one to feature actual scrolling rather than a flick-screen system, the only one not to be released for the 8 bit computers the character originated on, the only one to originate on a console, as well as featuring many mini-games, such as Bubble Dizzy and an Operation Wolf clone. Gameplay involves walking Dizzy through the levels, picking up objects and using them to solve simple puzzles. There are plenty of tests of arcade skill along the way as well, as gaps must be jumped and baddies avoided - starting with a limited number of lives, the player can earn more by completing Theodore's puzzle. Before rescuing Daisy the player must capture all stars that unlock the gates of the tower.
Fantasy Zone (World) (Sega 3D Classics) (FM Music)	The Fantasy Zone is a solar system consisting of eight brightly colored, fantastic planets. The evil Menons are trying to take over all of the planets in the Fantasy Zone by using misappropriated foreign currency to build their forces. It is the player's job to recover all of the coins and save the solar system! Fantasy Zone is an arcade style shooter for one or two players. The goal is to destroy all of the creatures on each planet and collect as many of the lost coins as possible. At the end of each level is a large enemy that will have to be defeated before moving on to the next world. At various points in the game, the player will be able to find a parts shop, which allows purchasing improvements for his spaceship, including better weapons and faster engines.
Fantasy Zone - The Maze (USA, Europe, Brazil) (En)	Sega decided to make their last game in the Fantasy Zone series different. You see, the gameplay now involves you going around mazes, collecting all the dots while avoiding enemies. You are awarded points for each dot collected, but they vary depending on their size. For example, small dots award ten points each, while you get 200 points for each larger dot you collect. Once you have collected all the dots in the maze, the enemies will turn into coins, which you must quickly get in a strict time limit and you move on to the next maze. Just before this, though, you get a statistics screen that shows the amount of time that you spent in the maze. Points are also awarded, but sadly, if you spent over sixty seconds in a maze, you won't get any. Every world you travel to consist of three mazes, and after you complete all three, a bonus round appears where the object is to collect all coins before time expires. While you are collecting the dots in the normal mazes, you must touch the enemy's energy, a flashing red spot within each maze to avoid 2nd-generation enemies from entering the mazes. Some power-ups can be collected, which consist of weapons and speed boosters (big wings), which can be collected by landing on the circle which it is in. However, you need money in form of the amount outlined just before each maze. If you land on a circle while you are short of cash, a 'NO SELLING' sign will appear above it, and you have to collect some more dots and try again. Also you can die by touching an enemy. When you die, a coin will take you place, and when you get resurrected, you can grab the coin. The game can be played with two players, but the same rule applies in a 2-player game.
Fantasy Zone II (USA, Europe, Brazil) (En)	Fantasy Zone II on the Master System is a shooting game in which you control a spaceship. Equipped with various weapons such as bombs or missiles, you must dodge or destroy enemies to stay alive and finish the level.
Ferias Frustradas do Pica Pau (Brazil)	While Pica-Pau (Woody Woodpecker in English) and his friends were having a vacation, Zeca Urubu (Buzz Buzzard) kidnapped Woody's pals as he was ready to take a photo and gave out a letter which the woodpecker has to free his friends. This game is a licensed platforming game which the text is in Portuguese. Pica-Pau is able to jump, run by pressing forward twice and peck (up, down, left or right depending where you are and what direction is pressed) to defeat enemies that can be combined with the jump button if the player is out of reach. There are items to help during the adventure such as rocket pack to guide you, a horn to wake Leôncio (Wally Walrus) and a paintbrush and also he is able to ski down a slope as well.
FIFA International Soccer (Brazil) (En,Es,Pt)	The game that started the best-selling series licensed by football's world governing body, this first installment in the long running series used a dimetric (colloquially known as &quot;isometric&quot;) viewpoint, previously unusual in football games but quickly imitated by several titles. The televisual presentation, one of the unique points of the early EA Sports titles, with hosts introducing the matches, was another thing making the game stand out from a market dominated by Sensible Soccer and Kick Off games. Based on international teams (with fictional player names), their abilities in each skill area rated out of 10 to give the player an overall impression of how good they are. The options available follow the standard set: fouls and offsides can be toggled on and off, the match length can be set, and if the timer operates continuously, or only while the ball is in play. Gameplay privileges quick runs, short passes and blistering shots outside the penalty box, and set pieces are controlled by moving a box into the target area for the ball, and then passed, lobbed or kicked directly. On the tactical side, formations can be selected, with 5 different strategies also available (although not all of these combinations make sense) as can the team Coverage - the areas which defenders, midfielders and strikers cover.
Fire & Forget II (Europe)	Part two in the Fire and Forget series, best described as Crazy Cars (also by Titus) with weapons in a futuristic setting. This game combines the genres action and driving. In each of the five levels you need to blow your way to the front of the death convoy and shot down the leader of a group of terrorists, who plans to blow up a city. Your machine of destruction is a car with the ability to fly.
Fire & Ice (Brazil) (En)	The background story of Fire & Ice is quick to tell: A coyote (you) runs, throwing ice cubes, through various worlds. In the levels you must jump on platforms and kill your enemies. The enemies (for example, birds and penguins) can be shot with your ice cubes; they become frozen, so you smash them. Sometimes they leave part of a key behind after they're destroyed. The complete key, assembled from all the pieces, opens the door to the next world. In this &quot;jump & run&quot; you can also get some power-ups. You can find some coyote puppies; these puppies follow you, are invulnerable, and also shoot enemies. In higher regions you find some snow-flakes; enough of these and you get a great snowball for freezing more enemies on the screen.
